Detmold;Bürgermeister;Rüther;Christoph;Paderborn;;Postfach 1140;33179;Bad Wünnenberg;02953/709-0;02953/709-78;www.wuennenberg.de;stadt.wuennenberg@wuennenberg.de
Köln;Bürgermeister;Linkens;Dr. Willi;Städteregion Aachen;;Postfach 1180;52490;Baesweiler;02401/8000;02401/800117;www.baesweiler.de;info@stadt.baesweiler.de
Arnsberg;Bürgermeister;Mühling;Hubertus;Märkischer Kreis;;Postfach 160;58795;Balve;02375/9260;02375/926160;www.balve.de;post@balve.de
Detmold;Bürgermeister;Schell;Jürgen;Lippe;;Postfach 1320;32679;Barntrup;05263/4090;05263/409249;www.barntrup.de;info@barntrup.de
Münster;Bürgermeister;Strothmann;Dr. Karl-Uwe;Warendorf;;Postfach 1863;59248;Beckum;02521/290;02521/2955199;www.beckum.de;stadt@beckum.de
Köln;Bürgermeister;Solbach;Sascha;Rhein-Erft-Kreis;;Postfach 1253;50173;Bedburg;02272/402-0;02272/402149;www.bedburg.de;stadtverwaltung@bedburg.de
Düsseldorf;Bürgermeister;Driessen;Peter;Kleve;;Postfach 1156;47547;Bedburg-Hau;02821/6600;02821/66052;www.bedburg-hau.de;rathaus@bedburg-hau.de
Köln;Bürgermeister;Urbach;Lutz;Rheinisch-Berg. Kreis;;Postfach 200920;51439;Bergisch Gladbach;02202/140;02202/142810;www.bergischgladbach.de;info@bergischgladbach.de
Arnsberg;Bürgermeister;Schäfer;Roland Rudolf Hermann;Unna;;Postfach 1560;59179;Bergkamen;02307/9650;02307/69299;www.bergkamen.de;info@bergkamen.de
Köln;Bürgermeister;Holberg;Wilfried;Oberbergischer Kreis;;Postfach 1453;51692;Bergneustadt;02261/4040;02261/404175;www.bergneustadt.de;rathaus@bergneustadt.de
Arnsberg;Bürgermeister;Péus;Ralf Stefan;Hochsauerland;;Postfach 1163;59901;Bestwig;02904/9870;02904/987274;www.bestwig.de;info@bestwig.de
Detmold;Bürgermeister;Grimm;Hubertus;Höxter;;Postfach 1342;37677;Beverungen;05273/3920;05273/392120;www.beverungen.de;info@beverungen.de
Köln;Bürgermeister;Hartmann;Rolf;Euskirchen;;Postfach 40;53941;Blankenheim;02449/870;02449/87199;www.blankenheim.de;info@blankenheim.de
Detmold;Bürgermeister;Geise;Klaus;Lippe;;Postfach 1452;32820;Blomberg;05235/5040;05235/504610;www.blomberg-lippe.de;info@blomberg-lippe.de
Münster;Bürgermeister;Nebelo;Peter;Borken;;Postfach 2262;46372;Bocholt;02871/9530;02871/953222;www.bocholt.de;buergermeister@mail.bocholt.de
Arnsberg;Bürgermeister;Rotering;Stephan;Unna;;Postfach 1241;59194;Bönen;02383/9330;02383/933119;www.boenen.de;post@boenen.de
Detmold;Bürgermeister;Allerdissen;Reiner;Paderborn;;Unter der Burg 1;33178;Borchen;05251/38880;05251/388849;www.borchen.de;gemeindeverwaltung@borchen.de
Detmold;Bürgermeister;Rauch;Rainer;Höxter;;Postfach 4;34432;Borgentreich;05643/8090;05643/80990;www.borgentreich.de;info@borgentreich.de
Detmold;Bürgermeister;Speckmann;Dirk;Gütersloh;;Postfach 1261;33826;Borgholzhausen;05425/8070;05425/80799;www.borgholzhausen.de;borgholzhausen@gt-net.de
Köln;Bürgermeister;Henseler;Wolfgang;Rhein-Sieg-Kreis;;Postfach 1140;53308;Bornheim;02222/9450;02222/945126;www.stadtverwaltung-bornheim.de;info@stadt-bornheim.de
Detmold;Bürgermeister;Temme;Hermann;Höxter;;Postfach 1480;33029;Brakel;05272/3600;05272/360360;www.brakel.de;info@brakel.de
Arnsberg;Bürgermeister;Dahlhaus;André;Ennepe-Ruhr;;Postfach 180;58333;Breckerfeld;02338/809-0;02338/80967;www.breckerfeld.de;info@breckerfeld.de
Arnsberg;Bürgermeister;Bartsch;Dr. Christof;Hochsauerland;;Postfach 1660;59919;Brilon;02961/7940;02961/794108;www.brilon.de;info@brilon.de
Düsseldorf;Bürgermeister;Gellen;Frank;Viersen;;Postfach 1252;41374;Brüggen;02163/57010;02163/570165;www.brueggen.de;info@brueggen.de
Köln;Bürgermeister;Freytag;Dieter;Rhein-Erft-Kreis;;Postfach 1840;50319;Brühl;02232/79-0;02232/48051;www.bruehl.de;stadtverwaltung@bruehl.de
Detmold;Bürgermeister;Koch;Wolfgang;Herford;;Postfach 2749;32227;Bünde;05223/1610;05223/161351;www.buende.de;info@buende.de
Arnsberg;Bürgermeister;Ewers;Christoph;Siegen-Wittgenstein;;Postfach 1120;57291;Burbach;02736/450;02736/4555;www.burbach-siegerland.de;rathaus@burbach-siegerland.de
Detmold;Bürgermeister;Schwuchow;Burkhard;Paderborn;;Postfach 1480;33133;Büren;02951/9700;02951/970120;www.bueren.de;buergermeister@bueren.de
Köln;Bürgermeister;Caplan;Stefan;Rheinisch-Berg. Kreis;;Höhestr. 7-9;51399;Burscheid;02174/6700;02174/670111;www.burscheid.de;post@burscheid.de
Münster;Bürgermeister;Kravanja;Rajko;Recklinghausen;;Postfach 102040;44573;Castrop-Rauxel;02305/1061;02305/1062244;www.castrop-rauxel.de;stadtverwaltung@castrop-rauxel.de
Münster;Bürgermeister;Öhmann;Heinz;Coesfeld;;Postfach 1843;48638;Coesfeld;02541/9390;02541/9394000;www.coesfeld.de;stadt@coesfeld.de
Köln;Bürgermeister;Lembach;Jan;Euskirchen;;Postfach 55;53948;Dahlem;02447/95550;02447/955555;www.dahlem.de;Buergermeister@dahlem.de
Münster;Bürgermeister;Dora;André;Recklinghausen;;Postfach 1465;45705;Datteln;02363/1071;02363/107351;www.datteln.de;buergermeister@datteln.de
Detmold;Bürgermeister;Peitz;Werner;Paderborn;;Postfach 1463;33122;Delbrück;05250/9960;05250/996301;www.stadt-delbrueck.de;info@stadt-delbrueck.de
Detmold;Bürgermeister;Heller;Rainer;Lippe;;Marktplatz 5;32756;Detmold;05231/9770;05231/977299;www.detmold.de;info@detmold.de
Düsseldorf;Bürgermeister;Heidinger;Dr. Michael;Wesel;;Postfach 100540;46525;Dinslaken;02064/660;02064/66524;www.dinslaken.de;information@dinslaken.de
Detmold;Bürgermeister;Ehlert;Friedrich;Lippe;;Postfach 1154;32690;Dörentrup;05265/7390;05265/739196;www.doerentrup-lippe.de;info@doerentrup-lippe.de
Düsseldorf;Bürgermeister;Lierenfeld;Erik;Rhein-Kreis Neuss;;Postfach 100120;41519;Dormagen;02133/2570;02133/25777000;www.dormagen.de;stadtverwaltung@stadt-dormagen.de
Münster;Bürgermeister;Stockhoff;Tobias;Recklinghausen;;Postfach 210265;46269;Dorsten;02362/660;02362/663366;www.dorsten.de;buergermeisterbuero@dorsten.de
Münster;Bürgermeister;Grawunder;Carsten;Warendorf;;Postfach 1260;48310;Drensteinfurt;02508/9950;02508/995166;www.drensteinfurt.de;stadt@drensteinfurt.de
Arnsberg;Bürgermeister;Berghof;Ulrich;Olpe;;Postfach 1363;57485;Drolshagen;02761/9700;02761/970200;www.drolshagen.de;rathaus@drolshagen.de
Köln;Bürgermeister;Larue;Paul;Düren;;Kaiserplatz 2-4;52349;Düren;02421/250;02421/252251;www.dueren.de;stadt@dueren.de
Köln;Bürgermeister;Storch;Dr. Rüdiger;Rhein-Sieg-Kreis;;Postfach 1164;53774;Eitorf;02243/890;02243/89179;www.eitorf.de;buergermeister@eitorf.de
Köln;Bürgermeister;Heller;Andreas;Rhein-Erft-Kreis;;Postfach 1155;50182;Elsdorf;02274/709-0;02274/3511;www.elsdorf.de;buergermeister@elsdorf.de
Düsseldorf;Bürgermeister;Hinze;Peter;Kleve;;Postfach 100864;46428;Emmerich am Rhein;02822/750;02822/75500;www.emmerich-am-rhein.de;Stadtverwaltung@Stadt-Emmerich.de
Münster;Bürgermeister;Moenikes;Georg;Steinfurt;;Postfach 1254;48270;Emsdetten;02572/9220;02572/922199;www.emsdetten.de;stadt@emsdetten.de
Köln;Bürgermeister;Karthaus;Dr. Gero;Oberbergischer Kreis;;Postfach 1254/1255;51752;Engelskirchen;02263/830;02263/1610;www.engelskirchen.de;rathaus@gemeinde-engelskirchen.de
Detmold;Bürgermeister;Meyer;Thomas;Herford;;Postfach 120;32121;Enger;05224/98000;05224/980066;www.enger.de;info@enger.de
Münster;Bürgermeister;Lülf;Berthold Anton;Warendorf;;Postfach 1455;59306;Ennigerloh;02524/280;02524/28496;www.ennigerloh.de;stadt@ennigerloh.de
Arnsberg;Bürgermeister;Wegener;Hubert;Soest;;Postfach 1040;59463;Ense;02938/9800;02938/4000;www.gemeinde-ense.de;info@gemeinde-ense.de
Köln;Bürgermeister;Erner;Volker;Rhein-Erft-Kreis;;Postfach 2565;50359;Erftstadt;02235/409-0;02235/409505;www.erftstadt.de;buergermeister@erftstadt.de
Köln;Bürgermeister;Jansen;Peter;Heinsberg;;Postfach 1129;41801;Erkelenz;02431/850;02431/70558;www.erkelenz.de;info@erkelenz.de
Düsseldorf;Bürgermeister;Schultz;Christoph;Mettmann;;Postfach 1154;40671;Erkrath;0211/24070;0211/24071033;www.erkrath.de;info@erkrath.de
Arnsberg;Bürgermeister;Gronau;Henning;Siegen-Wittgenstein;;Postfach 100120;57335;Erndtebrück;02753/6050;02753/605100;www.erndtebrueck.de;info@erndtebrueck.de
Arnsberg;Bürgermeister;Wessel;Peter;Soest;;Postfach 1065;59591;Erwitte;02943/8960;02943/896370;www.erwitte.de;post@erwitte.de
Köln;Bürgermeister;Bertram;Rudi;Städteregion Aachen;;Postfach 1328;52233;Eschweiler;02403/710;02403/71384;www.eschweiler.de;Stadtverwaltung@eschweiler.de
Arnsberg;Bürgermeister;Kersting;Stephan;Hochsauerland;;Postfach 1163;59883;Eslohe (Sauerland);02973/8000;02973/800101;www.eslohe.de;post@eslohe.de
Detmold;Bürgermeister;Vieker;Heinrich;Minden-Lübbecke;;Postfach 1520;32329;Espelkamp;05772/5620;05772/8011;www.espelkamp.de;info@espelkamp.de
Köln;Bürgermeister;Friedl;Dr. Uwe;Euskirchen;;Postfach 1169;53861;Euskirchen;02251/140;02251/14249;www.euskirchen.de;info@euskirchen.de
Münster;Bürgermeister;Seidel;Sebastian;Warendorf;;Postfach 1162;48347;Everswinkel;02582/880;02582/88511;www.everswinkel.de;gemeinde@everswinkel.de
Arnsberg;Bürgermeister;Heß;Dietmar;Olpe;;Postfach 220;57402;Finnentrop;02721/5120;02721/6958;www.finnentrop.de;rathaus@finnentrop.de
Arnsberg;Bürgermeister;Rebbe;Friedrich-Wilhelm;Unna;;Postfach 1561;58721;Fröndenberg;02373/9760;02373/976295;www.froendenberg.de;stadt@froendenberg.de
Köln;Bürgermeister;Tholen;Bernhard;Heinsberg;;Postfach 1120;52532;Gangelt;02454/5880;02454/2852;www.gangelt.de;info@gangelt.de
Köln;Bürgermeister;Schmitz;Georg;Heinsberg;;Postfach 1269;52502;Geilenkirchen;02451/6290;02451/629200;www.geilenkirchen.de;stadt@geilenkirchen.de
Düsseldorf;Bürgermeister;Kaiser;Sven;Kleve;;Postfach 1448;47594;Geldern;02831/3980;02831/398130;www.geldern.de;info@geldern.de
Münster;Bürgermeister;Kerkhoff;Thomas;Borken;;Postfach 1361;48706;Gescher;02542/600;02542/60123;www.gescher.de;info@gescher.de
Arnsberg;Bürgermeister;van der Velden;Dr. Remco;Soest;;Postfach 1442;59585;Geseke;02942/5000;02942/50025;www.geseke.de;post@geseke.de
Arnsberg;Bürgermeister;Jacobi;Claus;Ennepe-Ruhr;;Postfach 2360;58265;Gevelsberg;02332/771-0;02332/771230;www.gevelsberg.de;Rathaus@stadtgevelsberg.de
Münster;Bürgermeister;Roland;Ulrich;Recklinghausen;;Postfach 629;45956;Gladbeck;02043/990;02043/991111;www.gladbeck.de;rathaus@stadt-gladbeck.de
Düsseldorf;Bürgermeister;Knickrehm;Ulrich;Kleve;;Postfach 100551;47565;Goch;02823/3200;02823/320236;www.goch.de;info@goch.de
Düsseldorf;Bürgermeister;Lommetz;Manfred;Viersen;;Postfach 101164;47920;Grefrath;02158/40800;02158/4080888;www.grefrath.de;info@grefrath.de
Münster;Bürgermeister;Vennemeyer;Peter;Steinfurt;;Postfach 1664;48255;Greven;02571/9200;02571/920320;www.greven.net;info@stadt-greven.de
Düsseldorf;Bürgermeister;Krützen;Klaus;Rhein-Kreis Neuss;;Postfach 100662;41490;Grevenbroich;02181/6080;02181/608202;www.grevenbroich.de;presseamt@grevenbroich.de
Köln;Bürgermeister;Helmenstein;Frank;Oberbergischer Kreis;;Postfach 100852;51608;Gummersbach;02261/870;02261/87600;www.gummersbach.de;rathaus@stadt-gummersbach.de
Detmold;Bürgermeister;Schulz;Henning;Gütersloh;;Postfach 2955;33326;Gütersloh;05241/821;05241/822044;www.guetersloh.de;guetersloh@gt-net.de
Arnsberg;Bürgermeister;Kronauge;Michael;Hochsauerland;;Postfach 1155;59965;Hallenberg;02984/3030;02984/30331;www.stadt-hallenberg.de;post@stadt-hallenberg.de
Münster;Bürgermeister;Klimpel;Bodo;Recklinghausen;;Postfach 84;45712;Haltern am See;02364/9330;02364/933111;www.haltern.de;stadtverwaltung@haltern.de
Arnsberg;Bürgermeister;Brosch;Michael;Märkischer Kreis;;Postfach 1453;58544;Halver;02353/730;02353/73116;www.halver.de;post@halver.de
Düsseldorf;Bürgermeister;Romanski;Bernd;Wesel;;Postfach 1261;46493;Hamminkeln;02852/880;02852/88130;www.hamminkeln.de;info@hamminkeln.de
Arnsberg;Bürgermeister;Glaser;Dirk;Ennepe-Ruhr;;Postfach 800456;45504;Hattingen;02324/204-0;02324/2042204;www.hattingen.de;info@hattingen.de
Münster;Bürgermeister;Gromöller;Klaus;Coesfeld;;Postfach 1145;48325;Havixbeck;02507/330;02507/3880;www.havixbeck.de;gemeinde@havixbeck.de
Münster;Bürgermeister;Weilinghoff;Franz-Josef;Borken;;Postfach 1180;48613;Heek;02568/93000;02568/930040;www.heek.de;info@heek.de
Münster;Bürgermeister;Benson;Hans-Jürgen;Borken;;Postfach 1161;46355;Heiden;02867/9770;02867/977244;www.heiden.de;info@heiden.de
Düsseldorf;Bürgermeister;Heinisch;Dr. Jan Volker;Mettmann;;Postfach 100553;42570;Heiligenhaus;02056/130;02056/13395;www.heiligenhaus.de;info@heiligenhaus.de
Köln;Bürgermeister;Cremer;Peter;Düren;;Hengebachstr. 14;52396;Heimbach;02446/8080;02446/80888;www.heimbach-eifel.de;buergermeister@heimbach-eifel.de
Köln;Bürgermeister;Dieder;Wolfgang;Heinsberg;;Postfach 1220;52516;Heinsberg;02452/140;02452/14260;www.heinsberg.de;stadt@heinsberg.de
Köln;Bürgermeister;Westerburg;Rudolf;Euskirchen;;Postfach 46;53938;Hellenthal;02482/850;02482/85114;www.hellenthal.de;gemeinde@hellenthal.de
Arnsberg;Bürgermeister;Heilmann;Michael;Märkischer Kreis;;Postfach 1161;58651;Hemer;02372/551;02372/55300;www.hemer.de;post@hemer.de
Köln;Bürgermeister;Pipke;Klaus;Rhein-Sieg-Kreis;;Postfach 1562;53762;Hennef (Sieg);02242/8880;02242/888111;www.hennef.de;info@hennef.de
Detmold;Bürgermeister;Kähler;Tim;Herford;;Postfach 2843;32018;Herford;05221/1890;05221/189690;www.herford.de;info@herford.de
Arnsberg;Bürgermeister;Schmalenbach;Uwe;Märkischer Kreis;;Postfach 60;58845;Herscheid;02357/90930;02357/909350;www.herscheid.de;post@herscheid.de
Münster;Bürgermeister;Toplak;Fred;Recklinghausen;;Kurt-Schumacher-Str. 2;45699;Herten;02366/3030;02366/303255;www.herten.de;stadtverwaltung@herten.de
Detmold;Bürgermeister;Diethelm;Marco;Gütersloh;;Postfach 1263;33434;Herzebrock-Clarholz;05245/4440;05245/444-101;www.herzebrock-clarholz.de;herzebrock-clarholz@gt-net.de
Köln;Bürgermeister;von den Driesch;Christoph;Städteregion Aachen;;Postfach 1280;52112;Herzogenrath;02406/830;02406/12954;www.herzogenrath.de;pressestelle@herzogenrath.de
Detmold;Bürgermeister;Rolfsmeyer;Ulrich;Herford;;Postfach 1263;32110;Hiddenhausen;05221/9640;05221/964480;www.hiddenhausen.de;info@hiddenhausen.de
Arnsberg;Bürgermeister;Menzel;Holger;Siegen-Wittgenstein;;Postfach 1360;57261;Hilchenbach;02733/2880;02733/288288;www.hilchenbach.de;info@hilchenbach.de
Detmold;Bürgermeister;Schweiß;Michael;Minden-Lübbecke;;Postfach 6020;32475;Hille;0571/40440;0571/4044400;www.hille.de;info@hille.de
Münster;Bürgermeister;Pohlmann;Winfried;Steinfurt;;Postfach 45;48494;Hopsten;05458/93250;05458/932593;www.hopsten.de;info@hopsten.de
Detmold;Bürgermeister;Rother;Stefan;Lippe;;Postfach 1261;32793;Horn-Bad Meinberg;05234/2010;05234/201222;www.horn-badmeinberg.de;info@horn-badmeinberg.de
Münster;Bürgermeister;Ostholthoff;David;Steinfurt;;Postfach 2063;48469;Hörstel;05454/9110;05454/911102;www.hoerstel.de;stadt@hoerstel.de
Münster;Bürgermeister;Wenking;Robert;Steinfurt;;Postfach 6;48608;Horstmar;02558/790;02558/7931;www.horstmar.de;stadt@horstmar.de
Detmold;Bürgermeister;Berens;Michael;Paderborn;;Postfach 1162;33155;Hövelhof;05257/50090;05257/500931;www.hoevelhof.de;buergermeister@hoevelhof.de
Detmold;Bürgermeister;Fischer;Alexander;Höxter;;Postfach 100640;37669;Höxter;05271/9630;05271/963125;www.hoexter.de;info@hoexter.de
Köln;Bürgermeister;Jansen;Bernd Karl Heinz;Heinsberg;;Postfach 1360;41825;Hückelhoven;02433/820;02433/82265;www.hueckelhoven.de;info@hueckelhoven.de
Köln;Bürgermeister;Persian;Dietmar;Oberbergischer Kreis;;Postfach 100262;42491;Hückeswagen;02192/880;02192/88288;www.hueckeswagen.de;info@stadt-hueckeswagen.de
Detmold;Bürgermeister;Rührup;Bernd;Minden-Lübbecke;;Postfach 1155;32603;Hüllhorst;05744/93150;05744/931570;www.huellhorst.de;info@huellhorst.de
Düsseldorf;Bürgermeister;Buschmann;Dirk;Wesel;;Postfach 1163;46563;Hünxe;02858/690;02858/69222;www.huenxe.de;info@huenxe.de
Köln;Bürgermeister;Buch;Axel;Düren;;August-Scholl-Str. 5;52393;Hürtgenwald;02429/3090;02429/30970;www.huertgenwald.de;buergermeister@huertgenwald.de
Köln;Bürgermeister;Breuer;Dirk;Rhein-Erft-Kreis;;Friedrich-Ebert-Str. 40;50354;Hürth;02233/53-0;02233/53147;www.huerth.de;rathaus@huerth.de
Münster;Bürgermeister;Schrameyer;Dr. Marc;Steinfurt;;Postfach 1565;49465;Ibbenbüren;05451/9310;05451/931198;www.ibbenbueren.de;info@ibbenbueren.de
Köln;Bürgermeister;Langefeld;Jörn;Düren;;Postfach 1140;52458;Inden;02465/390;02465/3980;www.gemeinde-inden.de;info@gemeinde-inden.de
Arnsberg;Bürgermeister;Ahrens;Dr. Peter Paul;Märkischer Kreis;;Postfach 2462;58594;Iserlohn;02371/2170;02371/2172990;www.iserlohn.de;iserlohn@iserlohn.de
Münster;Bürgermeister;Geukes;Rudolf;Borken;;Postfach 1161;46415;Isselburg;02874/9110;02874/91120;www.isselburg.de;stadt@isselburg.de
Düsseldorf;Bürgermeister;Brüx;Clemens;Kleve;;Postfach 1163;47653;Issum;02835/100;02835/1010;www.issum.de;info@issum.de
Düsseldorf;Bürgermeister;Zillikens;Harald;Rhein-Kreis Neuss;;Postfach 1101;41353;Jüchen;02165/9150;02165/915118;www.juechen.de;Gemeinde@Juechen.de
Köln;Bürgermeister;Fuchs;Axel;Düren;;Postfach 1220;52411;Jülich;02461/630;02461/63362;www.juelich.de;info@juelich.de
Köln;Bürgermeister;Radermacher;Herbert;Euskirchen;;Postfach 160;53921;Kall;02441/8880;02441/88848;www.kall.de;buergermeister@kall.de
Detmold;Bürgermeister;Hecker;Mario;Lippe;;Postfach 1144;32684;Kalletal;05264/6440;05264/644100;www.kalletal.de;info@kalletal.de
Arnsberg;Bürgermeister;Hupe;Hermann;Unna;;Postfach 1580;59158;Kamen;02307/1480;02307/1489000;www.stadt-kamen.de;rathaus@stadt-kamen.de
Düsseldorf;Bürgermeister;Landscheidt;Prof. Dr. Christoph;Wesel;;Postfach 1760;47462;Kamp-Lintfort;02842/9120;02842/912367;www.kamp-lintfort.de;info@kamp-lintfort.de
Düsseldorf;Bürgermeister;Rübo;Volker;Viersen;;Postfach 100720;47884;Kempen;02152/9170;02152/917370;www.kempen.de;rathaus@kempen.de
Düsseldorf;Bürgermeister;Möcking;Dirk;Kleve;;Postfach 1164;47639;Kerken;02833/9220;02833/922123;www.kerken.de;info@kerken.de
Köln;Bürgermeister;Spürck;Dieter;Rhein-Erft-Kreis;;Postfach 2109;50151;Kerpen;02237/58-0;02237/58102;www.stadt-kerpen.de;buergermeister@stadt-kerpen.de
Düsseldorf;Bürgermeister;Pichler;Dr. Dominik;Kleve;;Postfach 75;47612;Kevelaer;02832/1220;02832/122720;www.kevelaer.de;info@stadt-kevelaer.de
Arnsberg;Bürgermeister;Emde;Frank;Märkischer Kreis;;Postfach 1344;58556;Kierspe;02359/6610;02359/661199;www.kierspe.de;post@kierspe.de
Arnsberg;Bürgermeister;Reinéry;Andreas;Olpe;;Postfach 1040;57393;Kirchhundem;02723/4090;02723/40955;www.kirchhundem.de;post@Kirchhundem.de
Detmold;Bürgermeister;Meier;Rüdiger;Herford;;Postfach 1180;32268;Kirchlengern;05223/75730;05223/757319;www.kirchlengern.de;info@kirchlengern.de
Köln;Bürgermeister;Wirtz;Franz Peter;Rhein-Sieg-Kreis;;Postfach 1105;53621;Königswinter;02244/8890;02244/889378;www.koenigswinter.de;stadtverwaltung@koenigswinter.de
Düsseldorf;Bürgermeister;Venten;Marc;Rhein-Kreis Neuss;;Postfach 1163;41335;Korschenbroich;02161/6130;02161/613108;www.korschenbroich.de;stadt@korschenbroich.de
Düsseldorf;Bürgermeister;Steins;Günter;Kleve;;Postfach 1162;47552;Kranenburg;02826/790;02826/7977;www.kranenburg.de;rathaus@kranenburg.de
Köln;Bürgermeister;Eßer;Ingo;Düren;;Postfach 1128;52368;Kreuzau;02422/5070;02422/507160;www.kreuzau.de;buergermeister@kreuzau.de
Arnsberg;Bürgermeister;Kiß;Walter;Siegen-Wittgenstein;;Postfach 1660;57207;Kreuztal;02732/510;02732/4534;www.kreuztal.de;Stadt_Kreuztal@kreuztal.de
Köln;Bürgermeister;Heider;Willi;Rheinisch-Berg. Kreis;;Postfach 1160;51508;Kürten;02268/9390;02268/939140;www.kuerten.de;gemeinde@kuerten.de
Münster;Bürgermeister;Decker-König;Udo;Steinfurt;;Postfach 1148/1153;49546;Ladbergen;05485/810;05485/8144;www.ladbergen.de;info@ladbergen.de
Münster;Bürgermeister;Maier;Peter;Steinfurt;;Postfach 40;48362;Laer;02554/9100;02554/91070;www.laer.de;rathaus@laer.de
Detmold;Bürgermeister;Liebrecht;Christian;Lippe;;Postfach 1970/1980;32778;Lage;05232/6010;05232/601-444;www.lage.de;epost@stadtlage.de
Düsseldorf;Bürgermeister;Schneider;Frank;Mettmann;;Postfach 1565;40740;Langenfeld (Rhld.);02173/7940;02173/79499999;www.langenfeld.de;info@langenfeld.de
Köln;Bürgermeister;Göbbels;Heinrich;Düren;;Postfach 1240;52374;Langerwehe;02423/4090;02423/1040;www.langerwehe.de;gemeinde@langerwehe.de
Münster;Bürgermeister;Kleweken;Friedhelm;Borken;;Postfach 1129;48735;Legden;02566/9100;02566/910222;www.legden.de;gemeinde@legden.de
Köln;Bürgermeister;Steffes;Frank;Rheinisch-Berg. Kreis;;Postfach 1665;42787;Leichlingen (Rhld.);02175/9920;02175/992175;www.leichlingen.de;info@leichlingen.de
Detmold;Bürgermeister;Austermann;Dr. Reiner;Lippe;;Marktplatz 1;32657;Lemgo;05261/2130;05261/213215;www.lemgo.de;info@lemgo.de
Münster;Bürgermeister;Möhrke;Wilhelm;Steinfurt;;Postfach 1540;49515;Lengerich;05481/330;05481/33199;www.lengerich.de;info@lengerich.de
Arnsberg;Bürgermeister;Hundt;Stefan;Olpe;;Postfach 1263;57342;Lennestadt;02723/6080;02723/608119;www.lennestadt.de;Rathaus@lennestadt.de
